-----------------------------------------------------------------------------------------------------------------------------------
g++ CC = g++ -mavx2 -O3                                                                              Intel i5-6500 (Skylake family)
-----------------------------------------------------------------------------------------------------------------------------------
=============================== SKINNY-ZOCB
Encryption Timing (cycles/byte)
 P_len/AD_len(bytes),         0,        15,        30,        45,        60,        75,        90,       105,       120,       135,       150,       165,       180,       195,       210,       225,       240,       255,       270,       285,       300,       315,       330,       345,       360,       375,       390,       405,       420,       435,       450,       465,       480,       495,       510,       525,       540,       555,       570,       585,       600,       615,       630,       645,       660,       675,       690,       705,       720,       735,       750,       765,       780,       795,       810,       825,       840,       855,       870,       885,       900,       915,       930,       945,       960,
                 480,    226.40,    219.43,    212.97,    206.93,    201.07,    195.69,    190.55,    185.67,    180.96,    176.57,    172.34,    168.39,    164.53,    160.97,    157.42,    154.11,    150.90,    147.79,    144.88,    142.01,    139.27,    136.63,    134.10,    131.69,    129.28,    127.03,    124.86,    122.73,    120.66,    118.73,    128.10,    126.03,    124.11,    125.40,    123.51,    124.68,    122.79,    124.23,    122.37,    123.69,    121.97,    123.21,    121.47,    122.77,    121.12,    122.34,    120.75,    121.91,    120.40,    121.64,    120.10,    121.22,    119.79,    120.83,    119.38,    120.50,    119.16,    120.18,    118.88,    119.94,    118.65,    117.27,    118.36,    117.14,    118.23,
                 496,    225.77,    219.22,    212.98,    206.99,    201.41,    196.05,    191.08,    186.30,    181.72,    177.39,    173.29,    169.35,    165.57,    162.03,    158.64,    155.38,    152.16,    149.05,    146.21,    143.41,    140.70,    138.06,    135.57,    133.11,    130.77,    128.55,    126.38,    124.27,    122.23,    120.21,    118.37,    127.31,    125.38,    123.57,    124.93,    123.16,    124.19,    122.43,    123.72,    121.90,    123.18,    121.57,    122.74,    121.07,    122.29,    120.74,    121.83,    120.44,    121.60,    120.15,    121.25,    119.84,    120.91,    119.53,    120.56,    119.13,    120.20,    118.85,    119.89,    118.56,    119.58,    118.37,    117.05,    118.14,    116.95,
                 512,    225.08,    218.65,    212.60,    206.96,    201.48,    196.31,    191.49,    186.80,    182.34,    178.09,    174.10,    170.22,    166.51,    163.01,    159.61,    156.45,    153.24,    150.22,    147.45,    144.62,    141.95,    139.40,    136.90,    134.53,    132.15,    129.95,    127.80,    125.67,    123.65,    121.70,    119.78,    117.94,    126.71,    124.84,    123.09,    124.39,    122.45,    123.65,    121.99,    123.21,    121.55,    122.73,    121.08,    122.25,    120.75,    121.86,    120.44,    121.57,    120.11,    121.19,    119.79,    120.85,    119.41,    120.50,    119.14,    120.19,    118.84,    119.88,    118.59,    119.59,    118.30,    119.36,    118.12,    116.88,    117.87,
                 528,    224.60,    218.20,    212.48,    206.86,    201.63,    196.60,    191.79,    187.25,    182.89,    178.86,    174.82,    171.10,    167.40,    163.97,    160.59,    157.40,    154.40,    151.38,    148.60,    145.84,    143.22,    140.65,    138.15,    135.81,    133.50,    131.27,    129.11,    127.06,    125.05,    123.07,    121.20,    119.35,    117.54,    126.12,    124.34,    122.52,    123.87,    122.08,    123.01,    121.48,    122.79,    121.20,    122.26,    120.61,    121.88,    120.38,    121.51,    120.02,    121.20,    119.69,    120.80,    119.40,    120.53,    119.13,    120.17,    118.87,    119.90,    118.56,    119.60,    118.34,    119.32,    118.08,    119.08,    117.87,    116.66,
                 544,    224.01,    217.93,    212.25,    206.82,    201.65,    196.85,    192.11,    187.74,    183.50,    179.41,    175.58,    171.82,    168.24,    164.78,    161.55,    158.39,    155.42,    152.40,    149.67,    146.93,    144.36,    141.85,    139.39,    137.04,    134.76,    132.58,    130.40,    128.39,    126.35,    124.42,    122.56,    120.68,    118.95,    117.22,    125.47,    123.71,    121.87,    123.31,    121.55,    122.59,    121.08,    122.29,    120.54,    121.83,    120.34,    121.44,    120.00,    121.04,    119.62,    120.76,    119.32,    120.47,    119.12,    120.16,    118.86,    119.91,    118.58,    119.60,    118.36,    119.32,    118.04,    119.00,    117.82,    118.80,    117.64,
                 560,    223.41,    217.57,    212.01,    206.71,    201.77,    196.93,    192.43,    188.07,    183.90,    179.96,    176.22,    172.49,    169.05,    165.64,    162.45,    159.32,    156.38,    153.51,    150.79,    148.06,    145.47,    143.04,    140.57,    138.29,    136.03,    133.81,    131.66,    129.70,    127.72,    125.78,    123.90,    122.09,    120.36,    118.66,    116.94,    124.89,    123.26,    121.63,    122.83,    121.21,    122.16,    120.67,    121.80,    120.32,    121.51,    120.06,    121.16,    119.72,    120.80,    119.37,    120.51,    119.11,    120.15,    118.83,    119.91,    118.57,    119.64,    118.36,    119.35,    118.12,    119.06,    117.87,    118.78,    117.58,    118.49,
                 576,    222.97,    217.22,    211.91,    206.82,    201.90,    197.17,    192.78,    188.57,    184.51,    180.57,    176.85,    173.28,    169.85,    166.55,    163.35,    160.31,    157.31,    154.49,    151.80,    149.16,    146.59,    144.10,    141.71,    139.42,    137.20,    135.03,    132.96,    130.94,    128.93,    127.09,    125.21,    123.39,    121.63,    119.98,    118.32,    116.72,    124.51,    122.91,    121.26,    122.47,    120.86,    121.87,    120.35,    121.49,    119.99,    121.22,    119.66,    120.80,    119.35,    120.40,    119.09,    120.11,    118.85,    119.81,    118.50,    119.54,    118.26,    119.29,    118.03,    119.00,    117.78,    118.73,    117.57,    118.51,    117.34,
                 592,    222.51,    217.03,    211.75,    206.80,    202.04,    197.46,    193.15,    188.98,    184.92,    181.19,    177.48,    173.92,    170.62,    167.39,    164.20,    161.21,    158.33,    155.46,    152.83,    150.18,    147.70,    145.24,    142.88,    140.59,    138.33,    136.24,    134.15,    132.13,    130.20,    128.22,    126.43,    124.61,    122.86,    121.16,    119.54,    117.90,    116.36,    124.04,    122.33,    120.88,    122.08,    120.55,    121.34,    120.00,    121.08,    119.62,    120.65,    119.30,    120.38,    119.01,    120.13,    118.84,    119.77,    118.43,    119.50,    118.25,    119.24,    118.00,    119.00,    117.75,    118.69,    117.51,    118.45,    117.32,    118.23,
                 608,    222.04,    216.65,    211.56,    206.72,    202.03,    197.61,    193.40,    189.30,    185.40,    181.66,    178.09,    174.57,    171.24,    168.09,    165.03,    162.02,    159.16,    156.40,    153.75,    151.17,    148.66,    146.25,    143.95,    141.64,    139.48,    137.34,    135.26,    133.28,    131.35,    129.44,    127.57,    125.81,    124.03,    122.38,    120.71,    119.13,    117.58,    116.09,    123.40,    121.87,    120.44,    121.56,    120.12,    121.12,    119.46,    120.78,    119.32,    120.47,    119.05,    120.14,    118.75,    119.88,    118.51,    119.51,    118.22,    119.22,    117.96,    118.95,    117.79,    118.73,    117.46,    118.48,    117.31,    118.28,    117.07,
                 624,    221.65,    216.45,    211.58,    206.67,    202.21,    197.87,    193.66,    189.63,    185.89,    182.25,    178.66,    175.27,    172.00,    168.84,    165.76,    162.93,    160.06,    157.35,    154.79,    152.24,    149.71,    147.32,    145.01,    142.79,    140.62,    138.45,    136.45,    134.45,    132.52,    130.61,    128.82,    127.00,    125.29,    123.61,    121.91,    120.34,    118.83,    117.33,    115.87,    123.13,    121.63,    120.19,    121.31,    119.80,    120.67,    119.31,    120.38,    118.96,    120.08,    118.74,    119.74,    118.50,    119.48,    118.20,    119.25,    118.04,    118.93,    117.67,    118.70,    117.58,    118.48,    117.34,    118.24,    117.13,    117.99,
                 640,    221.33,    216.22,    211.42,    206.70,    202.28,    198.10,    193.93,    190.02,    186.37,    182.68,    179.26,    175.88,    172.67,    169.53,    166.57,    163.68,    160.97,    158.19,    155.62,    153.09,    150.63,    148.27,    145.97,    143.77,    141.62,    139.50,    137.46,    135.52,    133.59,    131.74,    129.90,    128.13,    126.43,    124.73,    123.12,    121.55,    119.99,    118.48,    117.00,    115.57,    122.65,    121.13,    119.89,    120.92,    119.56,    120.36,    119.01,    120.08,    118.73,    119.76,    118.42,    119.43,    118.14,    119.20,    117.98,    118.95,    117.69,    118.69,    117.53,    118.47,    117.31,    118.25,    117.08,    117.99,    116.89,
                 656,    220.88,    215.95,    211.25,    206.67,    202.41,    198.26,    194.23,    190.45,    186.67,    183.19,    179.79,    176.50,    173.34,    170.26,    167.33,    164.48,    161.70,    159.06,    156.49,    153.97,    151.55,    149.27,    146.94,    144.77,    142.62,    140.54,    138.53,    136.56,    134.68,    132.85,    131.03,    129.24,    127.57,    125.89,    124.28,    122.73,    121.15,    119.69,    118.24,    116.79,    115.36,    122.25,    120.93,    119.48,    120.52,    119.16,    120.10,    118.79,    119.79,    118.46,    119.52,    118.13,    119.21,    117.94,    118.92,    117.72,    118.66,    117.53,    118.48,    117.31,    118.16,    117.08,    118.02,    116.84,    117.77,
                 672,    220.52,    215.71,    211.06,    206.72,    202.46,    198.36,    194.43,    190.81,    187.16,    183.63,    180.28,    177.07,    173.98,    170.94,    168.02,    165.25,    162.48,    159.86,    157.32,    154.87,    152.47,    150.14,    147.93,    145.73,    143.59,    141.60,    139.52,    137.62,    135.72,    133.88,    132.10,    130.35,    128.67,    127.01,    125.36,    123.80,    122.26,    120.78,    119.31,    117.89,    116.50,    115.12,    121.90,    120.58,    119.11,    120.21,    118.74,    119.75,    118.46,    119.49,    118.20,    119.19,    118.01,    118.92,    117.75,    118.70,    117.49,    118.43,    117.26,    118.22,    117.07,    117.96,    116.90,    117.76,    116.69,
                 688,    220.09,    215.39,    210.94,    206.63,    202.42,    198.50,    194.69,    190.98,    187.43,    184.03,    180.74,    177.54,    174.47,    171.51,    168.57,    165.86,    163.21,    160.62,    158.09,    155.67,    153.31,    151.07,    148.82,    146.70,    144.57,    142.53,    140.56,    138.61,    136.76,    134.95,    133.13,    131.40,    129.71,    128.07,    126.48,    124.89,    123.41,    121.93,    120.46,    119.00,    117.64,    116.28,    114.96,    121.51,    120.15,    118.88,    119.89,    118.56,    119.37,    118.21,    119.24,    118.01,    118.94,    117.68,    118.63,    117.50,    118.45,    117.22,    118.12,    117.04,    117.94,    116.82,    117.68,    116.68,    117.56,
                 704,    219.82,    215.18,    210.84,    206.64,    202.56,    198.63,    194.90,    191.28,    187.81,    184.44,    181.18,    178.09,    175.07,    172.12,    169.28,    166.58,    163.95,    161.39,    158.90,    156.52,    154.16,    151.87,    149.67,    147.55,    145.46,    143.44,    141.44,    139.56,    137.72,    135.88,    134.13,    132.44,    130.70,    129.07,    127.48,    125.95,    124.38,    122.93,    121.50,    120.09,    118.69,    117.35,    116.01,    114.72,    121.19,    119.91,    118.56,    119.60,    118.35,    119.17,    117.93,    118.95,    117.65,    118.71,    117.46,    118.39,    117.29,    118.19,    117.07,    117.93,    116.91,    117.75,    116.64,    117.56,    116.51,
                 720,    219.60,    215.06,    210.79,    206.61,    202.62,    198.82,    195.08,    191.52,    188.10,    184.84,    181.62,    178.56,    175.58,    172.73,    169.87,    167.18,    164.62,    162.09,    159.65,    157.26,    154.94,    152.70,    150.51,    148.43,    146.37,    144.31,    142.39,    140.49,    138.65,    136.88,    135.06,    133.35,    131.69,    130.10,    128.52,    126.98,    125.48,    124.00,    122.57,    121.15,    119.76,    118.39,    117.07,    115.80,    114.56,    120.84,    119.63,    118.30,    119.24,    118.02,    118.84,    117.62,    118.54,    117.40,    118.38,    117.26,    118.15,    116.95,    117.84,    116.77,    117.71,    116.66,    117.48,    116.46,    117.32,
                 736,    219.28,    214.88,    210.63,    206.59,    202.74,    198.89,    195.33,    191.83,    188.48,    185.26,    182.06,    179.09,    176.08,    173.29,    170.55,    167.86,    165.30,    162.83,    160.38,    158.04,    155.73,    153.53,    151.37,    149.24,    147.22,    145.25,    143.27,    141.44,    139.57,    137.80,    136.06,    134.35,    132.66,    131.06,    129.49,    127.94,    126.46,    124.98,    123.53,    122.13,    120.80,    119.43,    118.12,    116.80,    115.60,    114.37,    120.55,    119.33,    118.05,    118.94,    117.69,    118.58,    117.41,    118.38,    117.21,    118.11,    117.02,    117.85,    116.82,    117.72,    116.58,    117.53,    116.42,    117.29,    116.24,
                 752,    218.95,    214.66,    210.59,    206.60,    202.78,    199.07,    195.50,    192.09,    188.83,    185.64,    182.52,    179.52,    176.64,    173.81,    171.17,    168.48,    165.96,    163.53,    161.14,    158.77,    156.53,    154.31,    152.19,    150.04,    148.08,    146.11,    144.18,    142.32,    140.44,    138.71,    137.00,    135.30,    133.67,    132.03,    130.46,    128.92,    127.43,    126.01,    124.55,    123.13,    121.77,    120.44,    119.12,    117.85,    116.64,    115.40,    114.19,    120.22,    119.02,    117.83,    118.67,    117.41,    118.34,    117.19,    118.16,    116.98,    117.84,    116.76,    117.63,    116.56,    117.43,    116.36,    117.27,    116.23,    117.10,
                 768,    218.69,    214.46,    210.48,    206.58,    202.85,    199.22,    195.76,    192.35,    189.19,    186.01,    182.96,    179.99,    177.15,    174.35,    171.68,    169.11,    166.61,    164.13,    161.81,    159.48,    157.26,    155.09,    152.95,    150.93,    148.88,    146.93,    145.05,    143.19,    141.35,    139.58,    137.88,    136.24,    134.57,    132.96,    131.40,    129.88,    128.40,    126.96,    125.48,    124.14,    122.77,    121.46,    120.09,    118.87,    117.60,    116.38,    115.17,    114.02,    119.93,    118.74,    117.59,    118.48,    117.25,    118.11,    116.97,    117.88,    116.79,    117.66,    116.59,    117.46,    116.38,    117.26,    116.24,    117.07,    116.01,
                 784,    218.42,    214.33,    210.37,    206.51,    202.86,    199.30,    195.93,    192.57,    189.40,    186.32,    183.30,    180.40,    177.63,    174.89,    172.24,    169.69,    167.20,    164.81,    162.51,    160.23,    158.02,    155.83,    153.78,    151.69,    149.73,    147.78,    145.86,    144.04,    142.26,    140.49,    138.73,    137.10,    135.48,    133.92,    132.39,    130.86,    129.35,    127.89,    126.50,    125.11,    123.75,    122.43,    121.11,    119.85,    118.64,    117.39,    116.16,    115.05,    113.88,    119.60,    118.57,    117.32,    118.29,    117.03,    117.84,    116.76,    117.72,    116.53,    117.49,    116.36,    117.28,    116.25,    116.97,    116.04,    116.87,
                 800,    218.21,    214.14,    210.33,    206.57,    202.99,    199.50,    196.15,    192.86,    189.72,    186.71,    183.76,    180.87,    178.09,    175.43,    172.81,    170.31,    167.82,    165.48,    163.12,    160.88,    158.71,    156.59,    154.47,    152.45,    150.47,    148.56,    146.71,    144.87,    143.10,    141.33,    139.66,    138.03,    136.38,    134.83,    133.24,    131.76,    130.30,    128.87,    127.41,    126.02,    124.71,    123.36,    122.10,    120.82,    119.57,    118.35,    117.17,    115.99,    114.84,    113.72,    119.29,    118.23,    117.14,    118.02,    116.83,    117.62,    116.61,    117.49,    116.41,    117.20,    116.16,    116.99,    116.00,    116.83,    115.86,
                 816,    217.92,    214.01,    210.19,    206.48,    203.01,    199.62,    196.27,    193.10,    189.99,    187.02,    184.04,    181.27,    178.54,    175.85,    173.31,    170.81,    168.42,    166.04,    163.75,    161.50,    159.36,    157.25,    155.20,    153.15,    151.22,    149.32,    147.45,    145.67,    143.87,    142.13,    140.42,    138.84,    137.18,    135.64,    134.11,    132.60,    131.16,    129.72,    128.28,    126.96,    125.57,    124.29,    122.97,    121.71,    120.49,    119.27,    118.11,    116.95,    115.82,    114.67,    113.57,    119.02,    117.97,    116.92,    117.76,    116.65,    117.49,    116.34,    117.27,    116.24,    117.03,    116.04,    116.87,    115.86,    116.64,
                 832,    217.74,    213.84,    210.15,    206.53,    203.03,    199.75,    196.43,    193.35,    190.22,    187.30,    184.49,    181.65,    178.99,    176.37,    173.82,    171.35,    168.96,    166.58,    164.38,    162.20,    160.06,    157.97,    155.88,    153.95,    151.99,    150.09,    148.25,    146.43,    144.71,    142.99,    141.29,    139.66,    138.06,    136.51,    134.99,    133.49,    132.02,    130.61,    129.25,    127.84,    126.50,    125.22,    123.91,    122.67,    121.40,    120.17,    119.03,    117.85,    116.71,    115.58,    114.51,    113.40,    118.84,    117.80,    116.75,    117.55,    116.44,    117.25,    116.17,    117.05,    116.00,    116.82,    115.81,    116.66,    115.65,
                 848,    217.47,    213.69,    210.02,    206.52,    203.08,    199.82,    196.58,    193.50,    190.50,    187.58,    184.75,    181.97,    179.39,    176.79,    174.26,    171.84,    169.48,    167.18,    164.93,    162.81,    160.65,    158.57,    156.57,    154.63,    152.70,    150.82,    148.90,    147.17,    145.48,    143.79,    142.07,    140.46,    138.88,    137.31,    135.82,    134.33,    132.90,    131.46,    130.08,    128.68,    127.37,    126.09,    124.79,    123.58,    122.33,    121.10,    119.92,    118.76,    117.62,    116.52,    115.42,    114.33,    113.28,    118.58,    117.62,    116.48,    117.35,    116.31,    117.06,    116.08,    116.89,    115.91,    116.61,    115.63,    116.50,
                 864,    217.26,    213.56,    209.96,    206.47,    203.18,    199.92,    196.80,    193.71,    190.77,    187.87,    185.12,    182.44,    179.77,    177.24,    174.77,    172.34,    170.04,    167.76,    165.51,    163.37,    161.27,    159.23,    157.24,    155.27,    153.37,    151.50,    149.68,    147.92,    146.19,    144.52,    142.87,    141.21,    139.67,    138.13,    136.62,    135.15,    133.69,    132.28,    130.95,    129.60,    128.24,    126.94,    125.64,    124.37,    123.19,    121.99,    120.81,    119.63,    118.52,    117.36,    116.30,    115.24,    114.17,    113.16,    118.41,    117.37,    116.27,    117.15,    116.09,    116.88,    115.85,    116.63,    115.70,    116.47,    115.52,
                 880,    217.08,    213.39,    209.91,    206.49,    203.19,    199.97,    196.88,    193.87,    190.98,    188.19,    185.43,    182.78,    180.18,    177.65,    175.22,    172.87,    170.54,    168.28,    166.08,    163.94,    161.85,    159.85,    157.88,    155.95,    154.05,    152.19,    150.38,    148.67,    146.90,    145.24,    143.61,    142.01,    140.47,    138.92,    137.41,    135.93,    134.52,    133.14,    131.74,    130.40,    129.06,    127.79,    126.51,    125.29,    124.07,    122.87,    121.70,    120.52,    119.39,    118.28,    117.20,    116.12,    115.07,    114.04,    113.04,    118.03,    117.02,    116.10,    116.93,    115.93,    116.60,    115.69,    116.48,    115.57,    116.27,
                 896,    216.88,    213.30,    209.79,    206.46,    203.22,    200.09,    197.00,    194.09,    191.23,    188.45,    185.73,    183.09,    180.57,    178.06,    175.65,    173.31,    171.02,    168.79,    166.63,    164.53,    162.47,    160.46,    158.49,    156.57,    154.67,    152.86,    151.07,    149.35,    147.64,    145.99,    144.34,    142.77,    141.20,    139.70,    138.20,    136.74,    135.30,    133.92,    132.55,    131.21,    129.87,    128.56,    127.34,    126.11,    124.87,    123.71,    122.51,    121.34,    120.23,    119.13,    118.03,    116.99,    115.94,    114.90,    113.91,    112.90,    117.84,    116.97,    115.87,    116.72,    115.68,    116.43,    115.55,    116.29,    115.37,
                 912,    216.71,    213.17,    209.76,    206.45,    203.30,    200.20,    197.17,    194.32,    191.45,    188.72,    186.05,    183.50,    180.93,    178.46,    176.13,    173.79,    171.53,    169.33,    167.20,    165.07,    163.03,    161.05,    159.15,    157.22,    155.34,    153.52,    151.78,    150.04,    148.36,    146.72,    145.11,    143.50,    141.97,    140.45,    138.97,    137.53,    136.08,    134.70,    133.35,    132.00,    130.73,    129.42,    128.16,    126.92,    125.74,    124.55,    123.35,    122.20,    121.12,    119.96,    118.92,    117.85,    116.78,    115.79,    114.77,    113.76,    112.79,    117.64,    116.74,    115.77,    116.64,    115.53,    116.31,    115.36,    116.10,
                 928,    216.41,    213.02,    209.67,    206.47,    203.29,    200.25,    197.29,    194.42,    191.67,    188.95,    186.34,    183.76,    181.26,    178.88,    176.52,    174.24,    172.02,    169.78,    167.68,    165.64,    163.62,    161.63,    159.72,    157.81,    155.99,    154.14,    152.42,    150.69,    149.01,    147.38,    145.79,    144.20,    142.65,    141.16,    139.67,    138.23,    136.85,    135.45,    134.08,    132.78,    131.46,    130.20,    128.94,    127.69,    126.51,    125.32,    124.17,    123.01,    121.91,    120.78,    119.70,    118.65,    117.62,    116.60,    115.56,    114.56,    113.62,    112.66,    117.55,    116.51,    115.56,    116.37,    115.40,    116.11,    115.23,
                 944,    216.31,    212.88,    209.63,    206.45,    203.40,    200.37,    197.49,    194.69,    191.93,    189.26,    186.66,    184.12,    181.66,    179.25,    176.95,    174.63,    172.40,    170.30,    168.22,    166.18,    164.17,    162.23,    160.27,    158.44,    156.62,    154.81,    153.07,    151.36,    149.71,    148.08,    146.48,    144.94,    143.40,    141.88,    140.40,    139.01,    137.62,    136.23,    134.85,    133.54,    132.22,    130.96,    129.72,    128.48,    127.30,    126.14,    124.95,    123.83,    122.69,    121.61,    120.53,    119.47,    118.44,    117.41,    116.39,    115.41,    114.46,    113.51,    112.56,    117.33,    116.43,    115.41,    116.14,    115.27,    115.95,
                 960,    216.06,    212.76,    209.55,    206.42,    203.37,    200.43,    197.55,    194.81,    192.06,    189.45,    186.90,    184.40,    181.95,    179.61,    177.31,    175.01,    172.90,    170.77,    168.68,    166.67,    164.68,    162.71,    160.84,    158.99,    157.18,    155.41,    153.70,    151.97,    150.34,    148.71,    147.14,    145.58,    144.06,    142.53,    141.13,    139.69,    138.30,    136.93,    135.60,    134.29,    132.98,    131.73,    130.47,    129.26,    128.08,    126.91,    125.72,    124.63,    123.46,    122.39,    121.34,    120.28,    119.20,    118.23,    117.22,    116.24,    115.24,    114.29,    113.36,    112.44,    117.16,    116.24,    115.28,    115.98,    115.12,
                 976,    216.00,    212.68,    209.53,    206.43,    203.42,    200.51,    197.69,    194.99,    192.30,    189.69,    187.18,    184.70,    182.30,    179.98,    177.71,    175.47,    173.34,    171.21,    169.17,    167.19,    165.21,    163.30,    161.42,    159.58,    157.77,    156.04,    154.30,    152.62,    151.01,    149.36,    147.84,    146.26,    144.78,    143.29,    141.85,    140.42,    139.04,    137.67,    136.35,    135.04,    133.77,    132.50,    131.24,    130.00,    128.86,    127.67,    126.57,    125.41,    124.30,    123.19,    122.15,    121.08,    120.05,    119.02,    118.04,    117.04,    116.07,    115.18,    114.19,    113.31,    112.41,    117.04,    116.06,    115.16,    115.89,
                 992,    215.82,    212.56,    209.43,    206.43,    203.48,    200.65,    197.87,    195.13,    192.47,    189.92,    187.43,    184.98,    182.62,    180.32,    178.08,    175.88,    173.76,    171.66,    169.64,    167.64,    165.71,    163.79,    161.93,    160.11,    158.31,    156.61,    154.87,    153.23,    151.59,    150.01,    148.47,    146.94,    145.44,    143.96,    142.53,    141.09,    139.74,    138.40,    137.04,    135.71,    134.48,    133.23,    132.00,    130.79,    129.60,    128.39,    127.27,    126.18,    125.06,    123.91,    122.89,    121.87,    120.83,    119.83,    118.79,    117.80,    116.84,    115.89,    114.98,    114.04,    113.15,    112.28,    116.82,    115.95,    115.04,
                1008,    215.65,    212.44,    209.36,    206.41,    203.46,    200.69,    197.94,    195.29,    192.68,    190.13,    187.71,    185.31,    182.95,    180.67,    178.45,    176.27,    174.19,    172.08,    170.06,    168.11,    166.19,    164.32,    162.47,    160.66,    158.89,    157.19,    155.48,    153.85,    152.21,    150.63,    149.11,    147.55,    146.08,    144.62,    143.20,    141.77,    140.42,    139.07,    137.76,    136.44,    135.18,    133.92,    132.71,    131.49,    130.35,    129.16,    128.02,    126.92,    125.80,    124.73,    123.67,    122.60,    121.58,    120.60,    119.60,    118.59,    117.64,    116.68,    115.73,    114.84,    113.95,    113.02,    112.16,    116.59,    115.74,
                1024,    215.47,    212.37,    209.33,    206.40,    203.56,    200.74,    198.04,    195.41,    192.83,    190.36,    187.92,    185.58,    183.23,    180.99,    178.78,    176.63,    174.54,    172.51,    170.46,    168.53,    166.64,    164.78,    162.98,    161.20,    159.43,    157.75,    156.06,    154.42,    152.81,    151.22,    149.73,    148.19,    146.72,    145.26,    143.85,    142.48,    141.11,    139.77,    138.44,    137.13,    135.86,    134.63,    133.40,    132.19,    131.05,    129.90,    128.73,    127.62,    126.51,    125.44,    124.39,    123.34,    122.32,    121.31,    120.34,    119.37,    118.40,    117.43,    116.50,    115.61,    114.69,    113.81,    112.94,    112.09,    116.57,

=============================== SKINNY-ZOTR
Encryption Timing (cycles/byte)
 P_len/AD_len(bytes),         0,        15,        30,        45,        60,        75,        90,       105,       120,       135,       150,       165,       180,       195,       210,       225,       240,       255,       270,       285,       300,       315,       330,       345,       360,       375,       390,       405,       420,       435,       450,       465,       480,       495,       510,       525,       540,       555,       570,       585,       600,       615,       630,       645,       660,       675,       690,       705,       720,       735,       750,       765,       780,       795,       810,       825,       840,       855,       870,       885,       900,       915,       930,       945,       960,
                   0,  10059.00,   1326.17,    664.47,    443.19,    385.64,    308.46,    292.93,    251.01,    246.35,    219.07,    219.92,    200.10,    201.09,    185.64,    187.56,    175.21,    177.63,    166.99,    169.63,    160.79,    163.48,    155.73,    158.36,    151.44,    154.03,    147.90,    150.48,    144.80,    147.24,    142.10,    144.48,    139.82,    135.43,    137.79,    133.69,    136.04,    132.22,    134.55,    130.93,    133.05,    129.72,    131.73,    128.63,    130.63,    127.63,    129.53,    126.73,    128.52,    125.87,    127.66,    125.11,    126.82,    124.45,    126.07,    123.77,    125.40,    123.15,    124.72,    122.54,    124.13,    122.06,    123.59,    121.53,    119.59,    121.07,
                  16,    807.97,    734.85,    495.75,    373.49,    341.90,    285.80,    275.55,    241.22,    238.36,    214.64,    216.04,    197.96,    199.12,    185.00,    186.87,    175.34,    177.47,    167.69,    170.05,    161.47,    164.06,    156.73,    159.18,    152.54,    154.98,    149.00,    151.36,    146.03,    148.31,    143.36,    145.61,    141.10,    136.79,    139.06,    135.11,    137.26,    133.56,    135.68,    132.24,    134.20,    130.95,    132.95,    129.86,    131.77,    128.85,    130.65,    127.92,    129.64,    127.01,    128.76,    126.17,    127.90,    125.48,    127.12,    124.81,    126.41,    124.15,    125.69,    123.52,    125.05,    123.01,    124.46,    122.48,    120.55,    122.00,
                  32,    512.06,    349.18,    423.23,    341.36,    285.66,    275.55,    241.68,    238.80,    214.98,    214.92,    197.20,    199.71,    185.58,    187.29,    175.71,    177.99,    168.25,    170.42,    162.09,    164.47,    156.93,    159.61,    152.86,    155.29,    149.42,    151.78,    146.23,    148.58,    143.70,    145.92,    141.34,    143.53,    139.41,    135.40,    137.61,    133.83,    135.94,    132.45,    134.38,    131.21,    133.19,    130.09,    131.99,    128.99,    130.88,    128.07,    129.85,    127.25,    128.95,    126.43,    128.05,    125.66,    127.32,    124.99,    126.61,    124.38,    125.92,    123.80,    125.30,    123.21,    124.69,    122.70,    124.14,    122.19,    120.34,
                  48,    403.98,    307.70,    248.69,    314.53,    271.10,    238.09,    235.14,    212.38,    212.63,    195.06,    196.41,    182.51,    185.63,    174.13,    176.33,    166.72,    169.17,    160.92,    163.31,    155.91,    158.41,    151.84,    154.42,    148.54,    150.83,    145.52,    147.77,    142.91,    145.18,    140.67,    142.86,    138.68,    140.75,    136.90,    133.17,    135.31,    131.91,    133.89,    130.70,    132.60,    129.64,    131.34,    128.62,    130.39,    127.68,    129.40,    126.77,    128.49,    125.97,    127.64,    125.29,    126.88,    124.61,    126.16,    124.01,    125.51,    123.40,    124.85,    122.85,    124.31,    122.36,    123.73,    121.87,    123.23,    121.43,
                  64,    357.52,    289.69,    243.27,    209.86,    263.87,    235.84,    212.64,    212.77,    195.49,    196.91,    183.17,    185.11,    173.55,    176.83,    167.15,    169.62,    161.24,    163.63,    156.26,    158.69,    152.15,    154.58,    148.68,    151.23,    145.85,    148.15,    143.17,    145.47,    140.98,    143.14,    139.04,    141.10,    137.20,    139.25,    135.59,    132.10,    134.11,    130.89,    132.84,    129.81,    131.64,    128.75,    130.58,    127.82,    129.58,    127.02,    128.67,    126.20,    127.90,    125.46,    127.08,    124.84,    126.37,    124.14,    125.67,    123.54,    125.05,    123.00,    124.45,    122.51,    123.90,    121.99,    123.41,    121.53,    122.84,
